0, 0.53, 0.37
5, 0.44, 0.33
10, 0.64, 0.29
15, 0.53, 0.17
20, 0.58, 0.29
25, 0.56, 0.24
30, 0.44, 0.24
35, 0.53, 0.17
40, 0.67, 0.24
45, 0.56, 0.33
50, 0.53, 0.29
55, 0.67, 0.24
60, 0.56, 0
65, 0.5, 0.33
70, 0.56, 0.24
75, 0.64, 0.17
80, 0.67, 0.24
85, 0.64, 0.17
90, 0.56, 0.24
95, 0.56, 0.24
100, 0.44, 0.33
