1, 0.44, 0.24
2, 0.53, 0.29
3, 0.67, 0.24
4, 0.61, 0.24
5, 0.53, 0.17
6, 0.61, 0.33
7, 0.56, 0
8, 0.53, 0.17
9, 0.5, 0
