0, 0.59, 0.27
2, 0.56, 0.26
4, 0.54, 0.21
6, 0.64, 0.22
8, 0.66, 0.23
10, 0.64, 0.25
12, 0.63, 0.24
14, 0.62, 0.26
16, 0.62, 0.22
18, 0.58, 0.25
20, 0.57, 0.26
22, 0.56, 0.29
24, 0.57, 0.24
26, 0.6, 0.18
28, 0.57, 0.21
30, 0.6, 0.29
32, 0.6, 0.29
34, 0.61, 0.19
36, 0.6, 0.22
38, 0.62, 0.22
40, 0.65, 0.24
42, 0.57, 0.24
44, 0.57, 0.27
46, 0.62, 0.22
48, 0.67, 0.24
50, 0.62, 0.25
52, 0.56, 0.24
54, 0.56, 0.19
56, 0.68, 0.28
58, 0.6, 0.22
60, 0.61, 0.24
62, 0.65, 0.19
64, 0.57, 0.19
66, 0.58, 0.24
68, 0.63, 0.25
70, 0.6, 0.22
72, 0.56, 0.22
74, 0.58, 0.22
76, 0.68, 0.22
78, 0.61, 0.24
80, 0.62, 0.18
82, 0.52, 0.28
84, 0.59, 0.31
86, 0.68, 0.22
88, 0.58, 0.29
90, 0.62, 0.25
92, 0.57, 0.25
94, 0.65, 0.19
96, 0.68, 0.23
98, 0.59, 0.22
100, 0.62, 0.18
